Time,Date,Latitude,Longitude,Serving Cell SS RSRP (dBm): Top #1,Serving Cell SS RSRQ (dB): Top #1,Serving Cell SS SINR (dB): Top #1,Serving Cell Identity: Top #1
35:08.1,2/29/2024,18.3077691,42.7545036,-70.6,-10.7,10.4,552
35:08.1,2/29/2024,18.3077688,42.7545036,-70.6,-10.7,13.3,552
35:08.2,2/29/2024,18.3077681,42.7545034,-84.5,-11.2,7.2,998
35:08.2,2/29/2024,18.3077681,42.7545034,-70.6,-10.7,13.6,552
35:08.2,2/29/2024,18.3077671,42.7545032,-84.5,-11.2,5.8,998
35:08.2,2/29/2024,18.3077671,42.7545032,-70.6,-10.7,16.8,552
35:08.2,2/29/2024,18.3077667,42.7545031,-84.5,-11.2,6.1,998
35:08.2,2/29/2024,18.3077667,42.7545031,-85.7,-11.6,6.1,998
35:08.2,2/29/2024,18.3077667,42.7545031,-70.6,-10.7,17.8,552
35:08.2,2/29/2024,18.3077666,42.7545031,-73.3,-10.7,17.8,552
35:08.2,2/29/2024,18.307766,42.7545029,-73.3,-10.7,13.9,552
35:08.2,2/29/2024,18.3077659,42.7545029,-85.7,-11.6,7.1,998
35:08.2,2/29/2024,18.3077648,42.7545026,-85.7,-11.6,6.8,998
35:08.2,2/29/2024,18.3077648,42.7545026,-73.3,-10.7,16.8,552
35:08.3,2/29/2024,18.3077638,42.7545024,-73.3,-10.7,17.7,552
35:08.3,2/29/2024,18.3077638,42.7545024,-85.7,-11.6,8,998
35:08.3,2/29/2024,18.3077629,42.7545022,-85.7,-11.6,6.2,998
35:08.3,2/29/2024,18.3077629,42.7545022,-73.3,-10.7,14.9,552
35:08.3,2/29/2024,18.3077626,42.7545021,-85.7,-11.6,5.2,998
35:08.3,2/29/2024,18.3077624,42.754502,-73.3,-10.7,18.5,552
35:08.3,2/29/2024,18.3077616,42.7545018,-85.7,-11.6,6.2,998
35:08.3,2/29/2024,18.3077614,42.7545018,-73.3,-10.7,14.8,552
35:08.3,2/29/2024,18.3077606,42.7545016,-85.7,-11.6,8.2,998
35:08.3,2/29/2024,18.3077606,42.7545016,-73.3,-10.7,17,552
35:08.4,2/29/2024,18.3077602,42.7545015,-85.7,-11.6,8.4,998
35:08.4,2/29/2024,18.3077596,42.7545014,-73.3,-10.7,12.2,552
35:08.4,2/29/2024,18.3077596,42.7545014,-70.9,-10.6,12.2,552
35:08.4,2/29/2024,18.3077596,42.7545014,-70.9,-10.6,13.6,552
35:08.4,2/29/2024,18.3077594,42.7545013,-86,-11.6,8.4,998
35:08.4,2/29/2024,18.3077594,42.7545013,-86,-11.6,7.6,998
35:08.4,2/29/2024,18.3077582,42.754501,-70.9,-10.6,14,552
35:08.4,2/29/2024,18.3077577,42.7545009,-86,-11.6,6.3,998
35:08.4,2/29/2024,18.3077575,42.7545009,-86,-11.6,8,998
35:08.4,2/29/2024,18.3077574,42.7545008,-70.9,-10.6,19.6,552
35:08.4,2/29/2024,18.3077566,42.7545007,-86,-11.6,7.6,998
35:08.4,2/29/2024,18.3077566,42.7545007,-70.9,-10.6,18.7,552
35:08.5,2/29/2024,18.3077555,42.7545004,-70.9,-10.6,14.7,552
35:08.5,2/29/2024,18.3077554,42.7545004,-86,-11.6,6.4,998
35:08.5,2/29/2024,18.3077553,42.7545003,-70.9,-10.6,14.9,552
35:08.5,2/29/2024,18.3077552,42.7545003,-86,-11.6,5.7,998
35:08.5,2/29/2024,18.3077541,42.7545001,-86,-11.6,7.6,998
35:08.5,2/29/2024,18.3077541,42.7545,-70.9,-10.6,11.1,552
35:08.5,2/29/2024,18.3077539,42.7545,-70.9,-10.6,13.4,552
35:08.5,2/29/2024,18.3077538,42.7545,-86,-11.6,8,998
35:08.5,2/29/2024,18.3077531,42.7544998,-71.4,-10.7,13.4,552
35:08.5,2/29/2024,18.307753,42.7544998,-86.9,-11.6,8,998
35:08.5,2/29/2024,18.3077522,42.7544996,-86.9,-11.6,8.6,998
35:08.5,2/29/2024,18.3077522,42.7544996,-71.4,-10.7,11.7,552
35:08.6,2/29/2024,18.3077517,42.7544995,-86.9,-11.6,7.3,998
35:08.6,2/29/2024,18.3077511,42.7544993,-71.4,-10.7,15.7,552
35:08.6,2/29/2024,18.3077509,42.7544993,-86.9,-11.6,7.5,998
35:08.6,2/29/2024,18.3077507,42.7544992,-71.4,-10.7,20.9,552
35:08.6,2/29/2024,18.3077501,42.7544991,-86.9,-11.6,7.9,998
35:08.6,2/29/2024,18.30775,42.7544991,-71.4,-10.7,18,552
35:08.6,2/29/2024,18.307749,42.7544988,-86.9,-11.6,6.8,998
35:08.6,2/29/2024,18.307749,42.7544988,-71.4,-10.7,19.9,552
35:08.6,2/29/2024,18.3077487,42.7544988,-86.9,-11.6,7.5,998
35:08.6,2/29/2024,18.3077487,42.7544988,-71.4,-10.7,19.4,552
35:08.7,2/29/2024,18.3077476,42.7544985,-86.9,-11.6,7.2,998
35:08.7,2/29/2024,18.3077474,42.7544984,-71.4,-10.7,22.8,552
35:08.7,2/29/2024,18.3077464,42.7544982,-86.9,-11.6,10.2,998
35:08.7,2/29/2024,18.3077464,42.7544982,-71.4,-10.7,20.4,552
35:08.7,2/29/2024,18.3077464,42.7544982,-85.2,-11.3,10.2,998
35:08.7,2/29/2024,18.3077464,42.7544982,-70,-10.6,20.4,552
35:08.7,2/29/2024,18.3077462,42.7544982,-70,-10.6,19.5,552
35:08.7,2/29/2024,18.3077455,42.754498,-85.2,-11.3,10.7,998
35:08.7,2/29/2024,18.3077454,42.754498,-70,-10.6,18.3,552
35:08.7,2/29/2024,18.3077453,42.7544979,-85.2,-11.3,10,998
35:08.7,2/29/2024,18.3077444,42.7544977,-85.2,-11.3,10.5,998
35:08.7,2/29/2024,18.3077443,42.7544977,-70,-10.6,19.3,552
35:08.8,2/29/2024,18.3077433,42.7544975,-85.2,-11.3,12.2,998
35:08.8,2/29/2024,18.3077432,42.7544974,-70,-10.6,14.3,552
35:08.8,2/29/2024,18.3077425,42.7544973,-85.2,-11.3,10.7,998
35:08.8,2/29/2024,18.3077424,42.7544972,-70,-10.6,11.2,552
35:08.8,2/29/2024,18.3077414,42.754497,-85.2,-11.3,11.1,998
35:08.8,2/29/2024,18.3077414,42.754497,-70,-10.6,12.4,552
35:08.8,2/29/2024,18.3077409,42.7544969,-85.2,-11.3,10.1,998
35:08.8,2/29/2024,18.3077407,42.7544968,-70,-10.6,17.1,552
35:08.8,2/29/2024,18.30774,42.7544967,-85.2,-11.3,11.4,998
35:08.8,2/29/2024,18.30774,42.7544967,-70,-10.6,10.6,552
35:08.8,2/29/2024,18.30774,42.7544966,-83.4,-11.1,11.4,998
35:08.8,2/29/2024,18.30774,42.7544966,-71.9,-10.5,10.6,552
35:08.9,2/29/2024,18.3077388,42.7544961,-71.9,-10.5,14,552
35:08.9,2/29/2024,18.3077387,42.754496,-83.4,-11.1,10.3,998
35:08.9,2/29/2024,18.3077387,42.754496,-83.4,-11.1,10.4,998
35:08.9,2/29/2024,18.3077385,42.7544959,-71.9,-10.5,12.6,552
35:08.9,2/29/2024,18.3077377,42.7544955,-83.4,-11.1,10.3,998
35:08.9,2/29/2024,18.3077376,42.7544955,-71.9,-10.5,12.1,552
35:08.9,2/29/2024,18.3077369,42.7544951,-83.4,-11.1,9.8,998
35:08.9,2/29/2024,18.3077369,42.7544951,-71.9,-10.5,13.7,552
35:08.9,2/29/2024,18.3077365,42.7544949,-71.9,-10.5,12.2,552
35:08.9,2/29/2024,18.3077364,42.7544949,-83.4,-11.1,10.2,998
35:09.0,2/29/2024,18.3077358,42.7544945,-71.9,-10.5,11.5,552
35:09.0,2/29/2024,18.3077356,42.7544945,-83.4,-11.1,10.3,998
35:09.0,2/29/2024,18.3077349,42.7544941,-83.4,-11.1,11.2,998
35:09.0,2/29/2024,18.3077348,42.7544941,-71.9,-10.5,10.1,552
35:09.0,2/29/2024,18.3077345,42.7544939,-83.4,-11.1,9.8,998
35:09.0,2/29/2024,18.3077339,42.7544936,-71.9,-10.5,10.1,552
35:09.0,2/29/2024,18.3077339,42.7544936,-71.9,-10.5,11.4,552
35:09.0,2/29/2024,18.3077339,42.7544936,-74.1,-10.6,11.4,552
35:09.0,2/29/2024,18.3077338,42.7544936,-83.4,-11.1,9.8,998
35:09.0,2/29/2024,18.3077338,42.7544936,-82.6,-10.8,9.8,998
35:09.0,2/29/2024,18.3077338,42.7544936,-82.6,-10.8,10.3,998
35:09.0,2/29/2024,18.3077338,42.7544936,-74.1,-10.6,13,552
35:09.0,2/29/2024,18.3077328,42.7544931,-74.1,-10.6,12.1,552
35:09.1,2/29/2024,18.307732,42.7544927,-82.6,-10.8,9.3,998
35:09.1,2/29/2024,18.307732,42.7544927,-74.1,-10.6,12.7,552
35:09.1,2/29/2024,18.3077317,42.7544925,-74.1,-10.6,15.8,552
35:09.1,2/29/2024,18.3077317,42.7544925,-82.6,-10.8,10.4,998
35:09.1,2/29/2024,18.307731,42.7544922,-82.6,-10.8,9.5,998
35:09.1,2/29/2024,18.3077303,42.7544918,-82.6,-10.8,9,998
35:09.1,2/29/2024,18.3077303,42.7544918,-74.1,-10.6,12.4,552
35:09.1,2/29/2024,18.3077301,42.7544917,-82.6,-10.8,9.4,998
35:09.1,2/29/2024,18.3077294,42.7544914,-74.1,-10.6,13.5,552
35:09.1,2/29/2024,18.3077293,42.7544913,-82.6,-10.8,8.4,998
35:09.2,2/29/2024,18.3077285,42.7544909,-74.1,-10.6,14.1,552
35:09.2,2/29/2024,18.3077284,42.7544909,-82.6,-10.8,9.8,998
35:09.2,2/29/2024,18.3077282,42.7544908,-74.1,-10.6,10.4,552
35:09.2,2/29/2024,18.3077282,42.7544908,-74.5,-10.6,10.4,552
35:09.2,2/29/2024,18.307728,42.7544907,-84.6,-10.8,9.8,998
35:09.2,2/29/2024,18.3077279,42.7544906,-74.5,-10.6,17.2,552
35:09.2,2/29/2024,18.3077271,42.7544902,-84.6,-10.8,8.8,998
35:09.2,2/29/2024,18.3077271,42.7544902,-74.5,-10.6,13.6,552
35:09.2,2/29/2024,18.3077268,42.7544901,-84.6,-10.8,9.1,998
35:09.2,2/29/2024,18.3077261,42.7544897,-84.6,-10.8,9.7,998
35:09.2,2/29/2024,18.3077259,42.7544896,-74.5,-10.6,13.3,552
35:09.2,2/29/2024,18.3077253,42.7544893,-84.6,-10.8,11.8,998
35:09.2,2/29/2024,18.3077252,42.7544893,-74.5,-10.6,9.8,552
35:09.2,2/29/2024,18.307725,42.7544891,-84.6,-10.8,11,998
35:09.3,2/29/2024,18.3077244,42.7544889,-74.5,-10.6,11.8,552
35:09.3,2/29/2024,18.3077236,42.7544885,-74.5,-10.6,11.6,552
35:09.3,2/29/2024,18.3077236,42.7544884,-84.6,-10.8,10.6,998
35:09.3,2/29/2024,18.3077232,42.7544883,-74.5,-10.6,13.6,552
35:09.3,2/29/2024,18.3077227,42.754488,-84.6,-10.8,9.5,998
35:09.3,2/29/2024,18.3077223,42.7544878,-74.5,-10.6,11.3,552
35:09.3,2/29/2024,18.3077223,42.7544878,-74.3,-10.7,11.3,552
35:09.3,2/29/2024,18.3077222,42.7544878,-84.6,-10.8,10.6,998
35:09.3,2/29/2024,18.3077222,42.7544878,-81.5,-10.7,10.6,998
35:09.3,2/29/2024,18.3077217,42.7544875,-74.3,-10.7,11.5,552
35:09.3,2/29/2024,18.3077216,42.7544875,-81.5,-10.7,10.3,998
35:09.4,2/29/2024,18.3077212,42.7544873,-81.5,-10.7,8.5,998
35:09.4,2/29/2024,18.3077205,42.7544869,-81.5,-10.7,10.9,998
35:09.4,2/29/2024,18.3077204,42.7544869,-74.3,-10.7,13,552
35:09.4,2/29/2024,18.30772,42.7544867,-74.3,-10.7,13.4,552
35:09.4,2/29/2024,18.3077195,42.7544864,-81.5,-10.7,10.6,998
35:09.4,2/29/2024,18.3077193,42.7544863,-74.3,-10.7,17.3,552
35:09.4,2/29/2024,18.3077185,42.7544859,-81.5,-10.7,11.4,998
35:09.4,2/29/2024,18.3077185,42.7544859,-74.3,-10.7,18.1,552
35:09.4,2/29/2024,18.3077176,42.7544855,-81.5,-10.7,9.9,998
35:09.4,2/29/2024,18.3077176,42.7544854,-74.3,-10.7,10.6,552
35:09.5,2/29/2024,18.3077173,42.7544853,-74.3,-10.7,12.1,552
35:09.5,2/29/2024,18.3077172,42.7544853,-81.5,-10.7,11.2,998
35:09.5,2/29/2024,18.3077167,42.754485,-74.3,-10.7,17,552
35:09.5,2/29/2024,18.3077165,42.7544849,-81.5,-10.7,9.2,998
35:09.5,2/29/2024,18.3077165,42.7544849,-83.1,-10.8,9.2,998
35:09.5,2/29/2024,18.3077163,42.7544848,-74.1,-10.6,17,552
35:09.5,2/29/2024,18.3077158,42.7544846,-83.1,-10.8,10.6,998
35:09.5,2/29/2024,18.3077156,42.7544845,-74.1,-10.6,16.8,552
35:09.5,2/29/2024,18.3077148,42.7544841,-74.1,-10.6,18.9,552
35:09.5,2/29/2024,18.3077147,42.754484,-83.1,-10.8,8.9,998
35:09.6,2/29/2024,18.3077137,42.7544835,-83.1,-10.8,2.6,998
35:09.6,2/29/2024,18.3077137,42.7544835,-74.1,-10.6,14.4,552
35:09.6,2/29/2024,18.3077135,42.7544834,-83.1,-10.8,3.5,998
35:09.6,2/29/2024,18.3077135,42.7544834,-74.1,-10.6,14.1,552
35:09.6,2/29/2024,18.3077128,42.7544831,-83.1,-10.8,4.3,998
35:09.6,2/29/2024,18.3077128,42.7544831,-74.1,-10.6,12.8,552
35:09.6,2/29/2024,18.3077124,42.7544829,-83.1,-10.8,6.7,998
35:09.6,2/29/2024,18.3077119,42.7544826,-74.1,-10.6,9.6,552
35:09.6,2/29/2024,18.3077117,42.7544825,-83.1,-10.8,6.1,998
35:09.6,2/29/2024,18.3077116,42.7544825,-74.1,-10.6,18.9,552
35:09.6,2/29/2024,18.3077109,42.7544821,-74.1,-10.6,14.1,552
35:09.7,2/29/2024,18.30771,42.7544817,-83.1,-10.8,3.9,998
35:09.7,2/29/2024,18.30771,42.7544817,-82.7,-11.1,3.9,998
35:09.7,2/29/2024,18.3077096,42.7544815,-82.7,-11.1,5.1,998
35:09.7,2/29/2024,18.307709,42.7544812,-72.9,-10.6,14.1,552
35:09.7,2/29/2024,18.307709,42.7544812,-72.9,-10.6,14.1,552
35:09.7,2/29/2024,18.307709,42.7544812,-82.7,-11.1,6,998
35:09.7,2/29/2024,18.3077084,42.7544809,-82.7,-11.1,10.5,998
35:09.7,2/29/2024,18.3077083,42.7544808,-72.9,-10.6,20,552
35:09.7,2/29/2024,18.3077076,42.7544805,-82.7,-11.1,9.4,998
35:09.7,2/29/2024,18.3077076,42.7544805,-72.9,-10.6,17.6,552
35:09.7,2/29/2024,18.3077072,42.7544802,-72.9,-10.6,11.8,552
35:09.7,2/29/2024,18.3077066,42.75448,-82.7,-11.1,9.9,998
35:09.8,2/29/2024,18.3077064,42.7544799,-82.7,-11.1,9.7,998
35:09.8,2/29/2024,18.3077056,42.7544795,-82.7,-11.1,9.1,998
35:09.8,2/29/2024,18.3077056,42.7544795,-72.9,-10.6,14.3,552
35:09.8,2/29/2024,18.3077052,42.7544793,-72.9,-10.6,14.3,552
35:09.8,2/29/2024,18.3077046,42.754479,-72.9,-10.6,15,552
35:09.8,2/29/2024,18.3077046,42.754479,-82.7,-11.1,11.4,998
35:09.8,2/29/2024,18.3077045,42.7544789,-82.4,-10.9,11.4,998
35:09.8,2/29/2024,18.3077037,42.7544785,-82.4,-10.9,9.7,998
35:09.8,2/29/2024,18.3077037,42.7544785,-72.9,-10.6,14.1,552
35:09.9,2/29/2024,18.3077028,42.7544777,-82.4,-10.9,9.4,998
35:09.9,2/29/2024,18.3077027,42.7544776,-82.4,-10.9,7.3,998
35:09.9,2/29/2024,18.3077027,42.7544776,-72.9,-10.6,17.3,552
35:09.9,2/29/2024,18.3077026,42.7544776,-73.4,-10.6,17.3,552
35:09.9,2/29/2024,18.3077022,42.7544771,-82.4,-10.9,10.1,998
35:09.9,2/29/2024,18.3077022,42.7544771,-73.4,-10.6,24.2,552
35:09.9,2/29/2024,18.3077021,42.754477,-82.4,-10.9,9.3,998
35:09.9,2/29/2024,18.3077021,42.754477,-73.4,-10.6,17.9,552
35:09.9,2/29/2024,18.3077015,42.7544764,-73.4,-10.6,16.5,552
35:09.9,2/29/2024,18.307701,42.7544758,-82.4,-10.9,7,998
35:09.9,2/29/2024,18.3077007,42.7544755,-82.4,-10.9,5.7,998
35:09.9,2/29/2024,18.3077007,42.7544755,-73.4,-10.6,15.1,552
35:10.0,2/29/2024,18.3077003,42.7544751,-73.4,-10.6,20.6,552
35:10.0,2/29/2024,18.3077002,42.754475,-82.4,-10.9,6.3,998
35:10.0,2/29/2024,18.3077002,42.754475,-83.1,-11,6.3,998
35:10.0,2/29/2024,18.3076997,42.7544745,-83.1,-11,5.6,998
35:10.0,2/29/2024,18.3076997,42.7544745,-73.4,-10.6,17.7,552
35:10.0,2/29/2024,18.3076996,42.7544743,-83.1,-11,7.2,998
35:10.0,2/29/2024,18.3076994,42.7544741,-73.4,-10.6,20.1,552
35:10.0,2/29/2024,18.3076989,42.7544736,-83.1,-11,7.2,998
35:10.0,2/29/2024,18.3076989,42.7544736,-73.4,-10.6,20.1,552
35:10.0,2/29/2024,18.3076989,42.7544736,-83.1,-11,3.9,998
35:10.0,2/29/2024,18.3076987,42.7544734,-73.4,-10.6,18.9,552
35:10.0,2/29/2024,18.3076987,42.7544734,-70.9,-10.5,18.9,552
35:10.0,2/29/2024,18.3076982,42.7544729,-70.9,-10.5,19.1,552
35:10.0,2/29/2024,18.3076981,42.7544728,-83.1,-11,3.9,998
35:10.1,2/29/2024,18.3076975,42.7544721,-83.1,-11,3.5,998
35:10.1,2/29/2024,18.3076975,42.7544721,-70.9,-10.5,14.7,552
35:10.1,2/29/2024,18.3076973,42.7544719,-70.9,-10.5,12.5,552
35:10.1,2/29/2024,18.3076969,42.7544715,-83.1,-11,4.1,998
35:10.1,2/29/2024,18.3076967,42.7544713,-70.9,-10.5,11.2,552
35:10.1,2/29/2024,18.3076967,42.7544713,-83.1,-11,2.6,998
35:10.1,2/29/2024,18.3076963,42.7544708,-70.9,-10.5,9.5,552
35:10.1,2/29/2024,18.3076963,42.7544708,-83.1,-11,1.7,998
35:10.1,2/29/2024,18.3076962,42.7544708,-83.6,-11.3,1.7,998
35:10.1,2/29/2024,18.3076961,42.7544706,-70.9,-10.5,16.7,552
35:10.1,2/29/2024,18.3076961,42.7544706,-83.6,-11.3,2.8,998
35:10.1,2/29/2024,18.3076956,42.7544701,-83.6,-11.3,2.5,998
35:10.2,2/29/2024,18.307695,42.7544694,-70.9,-10.5,8.7,552
35:10.2,2/29/2024,18.307695,42.7544694,-83.6,-11.3,8.6,998
35:10.2,2/29/2024,18.3076948,42.7544692,-70.9,-10.5,9,552
35:10.2,2/29/2024,18.3076948,42.7544692,-71.1,-10.6,9,552
35:10.2,2/29/2024,18.3076943,42.7544686,-71.1,-10.6,12.4,552
35:10.2,2/29/2024,18.3076942,42.7544686,-83.6,-11.3,11.8,998
35:10.2,2/29/2024,18.3076937,42.7544681,-71.1,-10.6,19.2,552
35:10.2,2/29/2024,18.3076937,42.7544681,-83.6,-11.3,12,998
35:10.2,2/29/2024,18.3076936,42.7544679,-71.1,-10.6,13.5,552
35:10.2,2/29/2024,18.3076935,42.7544678,-83.6,-11.3,11.1,998
35:10.3,2/29/2024,18.307693,42.7544673,-83.6,-11.3,11.9,998
35:10.3,2/29/2024,18.307693,42.7544673,-71.1,-10.6,13.6,552
35:10.3,2/29/2024,18.3076926,42.7544669,-83.6,-11.3,10.9,998
35:10.3,2/29/2024,18.3076926,42.7544669,-71.1,-10.6,11.8,552
35:10.3,2/29/2024,18.307692,42.7544663,-80.8,-11,10.9,998
35:10.3,2/29/2024,18.307692,42.7544662,-80.8,-11,12.6,998
35:10.3,2/29/2024,18.3076918,42.754466,-71.1,-10.6,17.6,552
35:10.3,2/29/2024,18.3076913,42.7544655,-71.1,-10.6,16.3,552
35:10.3,2/29/2024,18.3076912,42.7544654,-80.8,-11,10.6,998
35:10.3,2/29/2024,18.3076909,42.7544651,-80.8,-11,12,998
35:10.4,2/29/2024,18.3076904,42.7544645,-80.8,-11,10.4,998
35:10.4,2/29/2024,18.3076904,42.7544645,-71.1,-10.6,10.3,552
35:10.4,2/29/2024,18.3076904,42.7544645,-71.1,-10.6,10.3,552
35:10.4,2/29/2024,18.3076903,42.7544644,-71.1,-10.6,6.9,552
35:10.4,2/29/2024,18.3076898,42.7544639,-80.8,-11,10.2,998
35:10.4,2/29/2024,18.3076897,42.7544638,-71.1,-10.6,13.7,552
35:10.4,2/29/2024,18.3076892,42.7544633,-80.8,-11,8.6,998
35:10.4,2/29/2024,18.3076892,42.7544633,-71.1,-10.6,10.2,552
35:10.4,2/29/2024,18.307689,42.754463,-80.8,-11,8.4,998
35:10.4,2/29/2024,18.3076886,42.7544626,-80.8,-11,10.2,998
35:10.4,2/29/2024,18.3076886,42.7544626,-71.1,-10.6,9.6,552
35:10.4,2/29/2024,18.3076886,42.7544626,-71.1,-10.6,14.2,552
35:10.4,2/29/2024,18.3076883,42.7544623,-80.9,-10.9,10.2,998
35:10.5,2/29/2024,18.307688,42.7544619,-80.9,-10.9,9.3,998
35:10.5,2/29/2024,18.3076879,42.7544618,-71.1,-10.6,14.1,552
35:10.5,2/29/2024,18.3076874,42.7544614,-80.9,-10.9,11,998
35:10.5,2/29/2024,18.3076871,42.754461,-71.1,-10.6,18,552
35:10.5,2/29/2024,18.307687,42.7544609,-80.9,-10.9,8.1,998
35:10.5,2/29/2024,18.3076868,42.7544607,-71.1,-10.6,14.5,552
35:10.5,2/29/2024,18.3076868,42.7544607,-71.6,-10.7,14.5,552
35:10.5,2/29/2024,18.3076864,42.7544602,-80.9,-10.9,11.2,998
35:10.5,2/29/2024,18.3076863,42.7544602,-71.6,-10.7,22.1,552
35:10.5,2/29/2024,18.3076858,42.7544596,-80.9,-10.9,10.7,998
35:10.5,2/29/2024,18.3076858,42.7544596,-71.6,-10.7,19.8,552
35:10.5,2/29/2024,18.3076857,42.7544596,-71.6,-10.7,20.7,552
35:10.6,2/29/2024,18.3076856,42.7544594,-80.9,-10.9,11,998
35:10.6,2/29/2024,18.3076853,42.7544591,-80.9,-10.9,10,998
35:10.6,2/29/2024,18.3076853,42.7544591,-71.6,-10.7,19.2,552
35:10.6,2/29/2024,18.3076846,42.7544584,-71.6,-10.7,14.6,552
35:10.6,2/29/2024,18.3076845,42.7544582,-80.9,-10.9,7.9,998
35:10.6,2/29/2024,18.3076844,42.7544582,-82.2,-10.9,7.9,998
35:10.6,2/29/2024,18.307684,42.7544577,-82.2,-10.9,9.1,998
35:10.6,2/29/2024,18.3076839,42.7544576,-71.6,-10.7,13.4,552
35:10.6,2/29/2024,18.3076834,42.7544571,-82.2,-10.9,10.2,998
35:10.6,2/29/2024,18.3076834,42.754457,-71.6,-10.7,14.4,552
35:10.7,2/29/2024,18.307683,42.7544567,-82.2,-10.9,8.4,998
35:10.7,2/29/2024,18.3076827,42.7544563,-71.6,-10.7,12.3,552
35:10.7,2/29/2024,18.3076827,42.7544563,-72.4,-10.6,12.3,552
35:10.7,2/29/2024,18.3076827,42.7544563,-82.2,-10.9,8.7,998
35:10.7,2/29/2024,18.3076825,42.7544561,-72.4,-10.6,17.6,552
35:10.7,2/29/2024,18.3076824,42.754456,-72.4,-10.6,14.1,552
35:10.7,2/29/2024,18.3076819,42.7544554,-82.2,-10.9,9,998
35:10.7,2/29/2024,18.3076817,42.7544552,-72.4,-10.6,19,552
35:10.7,2/29/2024,18.3076813,42.7544549,-82.2,-10.9,10.2,998
35:10.7,2/29/2024,18.307681,42.7544546,-82.2,-10.9,9.2,998
35:10.8,2/29/2024,18.3076808,42.7544542,-72.4,-10.6,16.5,552
35:10.8,2/29/2024,18.3076806,42.754454,-82.2,-10.9,9,998
35:10.8,2/29/2024,18.3076805,42.754454,-82.3,-10.9,9,998
35:10.8,2/29/2024,18.3076805,42.754454,-72.4,-10.6,14.4,552
35:10.8,2/29/2024,18.3076801,42.7544536,-72.4,-10.6,12.3,552
35:10.8,2/29/2024,18.3076801,42.7544535,-82.3,-10.9,9.7,998
35:10.8,2/29/2024,18.3076799,42.7544534,-72.4,-10.6,13.1,552
35:10.8,2/29/2024,18.3076795,42.754453,-82.3,-10.9,11.6,998
35:10.8,2/29/2024,18.3076793,42.7544527,-72.4,-10.6,18.5,552
35:10.8,2/29/2024,18.3076789,42.7544523,-72,-10.5,18.5,552
35:10.8,2/29/2024,18.3076789,42.7544523,-82.3,-10.9,7.5,998
35:10.8,2/29/2024,18.3076783,42.7544517,-82.3,-10.9,7.6,998
35:10.8,2/29/2024,18.3076783,42.7544517,-72,-10.5,17.3,552
35:10.9,2/29/2024,18.3076782,42.7544514,-82.3,-10.9,8.8,998
35:10.9,2/29/2024,18.3076782,42.7544513,-72,-10.5,19.3,552
35:10.9,2/29/2024,18.307678,42.7544508,-82.3,-10.9,6.1,998
35:10.9,2/29/2024,18.3076779,42.7544507,-72,-10.5,19.1,552
35:10.9,2/29/2024,18.3076777,42.75445,-82.3,-10.9,4.3,998
35:10.9,2/29/2024,18.3076777,42.75445,-72,-10.5,13.8,552
35:10.9,2/29/2024,18.3076776,42.7544498,-82.3,-10.9,7.4,998
35:10.9,2/29/2024,18.3076776,42.7544498,-81.5,-11,7.4,998
35:10.9,2/29/2024,18.3076775,42.7544497,-72,-10.5,11.4,552
35:10.9,2/29/2024,18.3076773,42.7544492,-81.5,-11,7.5,998
35:10.9,2/29/2024,18.3076773,42.7544492,-72,-10.5,12.9,552
35:11.0,2/29/2024,18.3076771,42.7544486,-81.5,-11,9.1,998
35:11.0,2/29/2024,18.307677,42.7544484,-72,-10.5,11.6,552
35:11.0,2/29/2024,18.3076767,42.7544478,-81.5,-11,12.9,998
35:11.0,2/29/2024,18.3076767,42.7544478,-72,-10.5,11,552
35:11.0,2/29/2024,18.3076767,42.7544478,-72.5,-10.5,11,552
35:11.0,2/29/2024,18.3076766,42.7544474,-72.5,-10.5,12.5,552
35:11.0,2/29/2024,18.3076766,42.7544474,-81.5,-11,12.5,998
35:11.0,2/29/2024,18.3076765,42.7544473,-81.5,-11,12.5,998
35:11.0,2/29/2024,18.3076764,42.7544469,-81.5,-11,12.4,998
35:11.0,2/29/2024,18.3076764,42.7544469,-72.5,-10.5,12.5,552
35:11.0,2/29/2024,18.3076763,42.7544468,-72.5,-10.5,12.4,552
35:11.0,2/29/2024,18.307676,42.754446,-81.5,-11,12.6,998
35:11.0,2/29/2024,18.307676,42.754446,-72.5,-10.5,16.4,552
35:11.1,2/29/2024,18.307676,42.7544459,-72.5,-10.5,13.8,552
35:11.1,2/29/2024,18.3076759,42.7544458,-81.5,-11,11.4,998
35:11.1,2/29/2024,18.3076757,42.7544453,-72.5,-10.5,12.8,552
35:11.1,2/29/2024,18.3076757,42.7544453,-81.5,-11,11.7,998
35:11.1,2/29/2024,18.3076754,42.7544446,-83,-11.1,11.7,998
35:11.1,2/29/2024,18.3076754,42.7544446,-83,-11.1,9.5,998
35:11.1,2/29/2024,18.3076754,42.7544446,-72.5,-10.5,14.6,552
35:11.1,2/29/2024,18.3076751,42.7544438,-72.5,-10.5,16.1,552
35:11.1,2/29/2024,18.3076751,42.7544437,-83,-11.1,9.4,998
35:11.1,2/29/2024,18.3076749,42.7544432,-72.5,-10.5,16.3,552
35:11.1,2/29/2024,18.3076748,42.7544432,-83,-11.1,9.2,998
35:11.1,2/29/2024,18.3076748,42.7544432,-74.3,-10.6,16.3,552
35:11.2,2/29/2024,18.3076748,42.754443,-83,-11.1,10.5,998
